No.,Location,ID,위험정도,일반영상,열화상영상,레이블영상,주소
340,wadong-dong,5,1,RGB339,THR339,LAB339,경기 파주시 와동동 1486
341,wadong-dong,5,2,RGB340,THR340,LAB340,경기 파주시 와동동 1486
342,wadong-dong,5,2,RGB341,THR341,LAB341,경기 파주시 와동동 1486
343,wadong-dong,5,2,RGB342,THR342,LAB342,경기 파주시 와동동 1486
344,wadong-dong,5,1,RGB343,THR343,LAB343,경기 파주시 와동동 1486
345,wadong-dong,5,2,RGB344,THR344,LAB344,경기 파주시 와동동 1486
346,wadong-dong,5,2,RGB345,THR345,LAB345,경기 파주시 와동동 1486
347,wadong-dong,5,2,RGB346,THR346,LAB346,경기 파주시 와동동 1486
348,wadong-dong,5,2,RGB347,THR347,LAB347,경기 파주시 와동동 1486
349,wadong-dong,5,1,RGB348,THR348,LAB348,경기 파주시 와동동 1486
350,wadong-dong,5,0,RGB349,THR349,LAB349,경기 파주시 와동동 1486
351,wadong-dong,5,2,RGB350,THR350,LAB350,경기 파주시 와동동 1486
352,wadong-dong,5,2,RGB351,THR351,LAB351,경기 파주시 와동동 1486
353,wadong-dong,5,2,RGB352,THR352,LAB352,경기 파주시 와동동 1486
354,wadong-dong,5,1,RGB353,THR353,LAB353,경기 파주시 와동동 1486
355,wadong-dong,5,1,RGB354,THR354,LAB354,경기 파주시 와동동 1486
356,wadong-dong,5,1,RGB355,THR355,LAB355,경기 파주시 와동동 1486
357,wadong-dong,5,1,RGB356,THR356,LAB356,경기 파주시 와동동 1486
358,wadong-dong,5,1,RGB357,THR357,LAB357,경기 파주시 와동동 1486
359,wadong-dong,5,1,RGB358,THR358,LAB358,경기 파주시 와동동 1486
360,wadong-dong,5,0,RGB359,THR359,LAB359,경기 파주시 와동동 1486
361,wadong-dong,5,0,RGB360,THR360,LAB360,경기 파주시 와동동 1486
362,wadong-dong,5,1,RGB361,THR361,LAB361,경기 파주시 와동동 1486
363,wadong-dong,5,1,RGB362,THR362,LAB362,경기 파주시 와동동 1486
364,wadong-dong,5,1,RGB363,THR363,LAB363,경기 파주시 와동동 1486
365,wadong-dong,5,1,RGB364,THR364,LAB364,경기 파주시 와동동 1486
366,wadong-dong,5,1,RGB365,THR365,LAB365,경기 파주시 와동동 1486
367,wadong-dong,5,1,RGB366,THR366,LAB366,경기 파주시 와동동 1486
368,wadong-dong,5,1,RGB367,THR367,LAB367,경기 파주시 와동동 1486
369,wadong-dong,5,0,RGB368,THR368,LAB368,경기 파주시 와동동 1486
370,wadong-dong,5,1,RGB369,THR369,LAB369,경기 파주시 와동동 1486
371,wadong-dong,5,0,RGB370,THR370,LAB370,경기 파주시 와동동 1486
372,wadong-dong,5,1,RGB371,THR371,LAB371,경기 파주시 와동동 1486
373,wadong-dong,5,1,RGB372,THR372,LAB372,경기 파주시 와동동 1486
374,wadong-dong,5,0,RGB373,THR373,LAB373,경기 파주시 와동동 1486
375,wadong-dong,5,0,RGB374,THR374,LAB374,경기 파주시 와동동 1486
376,wadong-dong,5,0,RGB375,THR375,LAB375,경기 파주시 와동동 1486
377,wadong-dong,5,0,RGB376,THR376,LAB376,경기 파주시 와동동 1486
378,wadong-dong,5,0,RGB377,THR377,LAB377,경기 파주시 와동동 1486
379,wadong-dong,5,0,RGB378,THR378,LAB378,경기 파주시 와동동 1486
380,wadong-dong,5,0,RGB379,THR379,LAB379,경기 파주시 와동동 1486
381,wadong-dong,5,0,RGB380,THR380,LAB380,경기 파주시 와동동 1486
382,wadong-dong,5,0,RGB381,THR381,LAB381,경기 파주시 와동동 1486
383,wadong-dong,5,0,RGB382,THR382,LAB382,경기 파주시 와동동 1486
384,wadong-dong,5,0,RGB383,THR383,LAB383,경기 파주시 와동동 1486
385,wadong-dong,5,0,RGB384,THR384,LAB384,경기 파주시 와동동 1486
386,wadong-dong,5,0,RGB385,THR385,LAB385,경기 파주시 와동동 1486
387,wadong-dong,5,0,RGB386,THR386,LAB386,경기 파주시 와동동 1486
388,wadong-dong,5,0,RGB387,THR387,LAB387,경기 파주시 와동동 1486
389,wadong-dong,6,1,RGB388,THR388,LAB388,경기 파주시 와동동 1341
390,wadong-dong,6,2,RGB389,THR389,LAB389,경기 파주시 와동동 1341
391,wadong-dong,6,2,RGB390,THR390,LAB390,경기 파주시 와동동 1341
392,wadong-dong,6,2,RGB391,THR391,LAB391,경기 파주시 와동동 1341
393,wadong-dong,6,1,RGB392,THR392,LAB392,경기 파주시 와동동 1341
394,wadong-dong,6,1,RGB393,THR393,LAB393,경기 파주시 와동동 1341
395,wadong-dong,6,1,RGB394,THR394,LAB394,경기 파주시 와동동 1341
396,wadong-dong,6,1,RGB395,THR395,LAB395,경기 파주시 와동동 1341
397,wadong-dong,6,1,RGB396,THR396,LAB396,경기 파주시 와동동 1341
398,wadong-dong,6,1,RGB397,THR397,LAB397,경기 파주시 와동동 1341
399,wadong-dong,6,1,RGB398,THR398,LAB398,경기 파주시 와동동 1341
400,wadong-dong,6,1,RGB399,THR399,LAB399,경기 파주시 와동동 1341
401,wadong-dong,6,1,RGB400,THR400,LAB400,경기 파주시 와동동 1341
402,wadong-dong,6,1,RGB401,THR401,LAB401,경기 파주시 와동동 1341
403,wadong-dong,6,2,RGB402,THR402,LAB402,경기 파주시 와동동 1341
404,wadong-dong,6,2,RGB403,THR403,LAB403,경기 파주시 와동동 1341
405,wadong-dong,6,2,RGB404,THR404,LAB404,경기 파주시 와동동 1341
406,wadong-dong,6,2,RGB405,THR405,LAB405,경기 파주시 와동동 1341
407,wadong-dong,6,2,RGB406,THR406,LAB406,경기 파주시 와동동 1341
408,wadong-dong,6,2,RGB407,THR407,LAB407,경기 파주시 와동동 1341
409,wadong-dong,6,2,RGB408,THR408,LAB408,경기 파주시 와동동 1341
410,wadong-dong,6,2,RGB409,THR409,LAB409,경기 파주시 와동동 1341
411,wadong-dong,6,1,RGB410,THR410,LAB410,경기 파주시 와동동 1341
412,wadong-dong,6,1,RGB411,THR411,LAB411,경기 파주시 와동동 1341
413,wadong-dong,6,2,RGB412,THR412,LAB412,경기 파주시 와동동 1341
414,wadong-dong,6,2,RGB413,THR413,LAB413,경기 파주시 와동동 1341
415,wadong-dong,6,2,RGB414,THR414,LAB414,경기 파주시 와동동 1341
416,wadong-dong,6,1,RGB415,THR415,LAB415,경기 파주시 와동동 1341
417,wadong-dong,6,1,RGB416,THR416,LAB416,경기 파주시 와동동 1341
418,wadong-dong,6,1,RGB417,THR417,LAB417,경기 파주시 와동동 1341
419,wadong-dong,6,1,RGB418,THR418,LAB418,경기 파주시 와동동 1341
420,wadong-dong,6,1,RGB419,THR419,LAB419,경기 파주시 와동동 1341
421,wadong-dong,6,1,RGB420,THR420,LAB420,경기 파주시 와동동 1341
422,wadong-dong,6,1,RGB421,THR421,LAB421,경기 파주시 와동동 1341
423,wadong-dong,6,1,RGB422,THR422,LAB422,경기 파주시 와동동 1341
424,wadong-dong,6,1,RGB423,THR423,LAB423,경기 파주시 와동동 1341
425,wadong-dong,6,1,RGB424,THR424,LAB424,경기 파주시 와동동 1341
426,wadong-dong,6,1,RGB425,THR425,LAB425,경기 파주시 와동동 1341
427,wadong-dong,6,1,RGB426,THR426,LAB426,경기 파주시 와동동 1341
428,wadong-dong,6,1,RGB427,THR427,LAB427,경기 파주시 와동동 1341
429,wadong-dong,6,1,RGB428,THR428,LAB428,경기 파주시 와동동 1341
430,wadong-dong,6,1,RGB429,THR429,LAB429,경기 파주시 와동동 1341
431,wadong-dong,6,1,RGB430,THR430,LAB430,경기 파주시 와동동 1341
432,wadong-dong,6,0,RGB431,THR431,LAB431,경기 파주시 와동동 1341
433,wadong-dong,6,0,RGB432,THR432,LAB432,경기 파주시 와동동 1341
434,wadong-dong,6,2,RGB433,THR433,LAB433,경기 파주시 와동동 1341
435,wadong-dong,6,1,RGB434,THR434,LAB434,경기 파주시 와동동 1341
436,wadong-dong,6,1,RGB435,THR435,LAB435,경기 파주시 와동동 1341
437,wadong-dong,6,2,RGB436,THR436,LAB436,경기 파주시 와동동 1341
438,wadong-dong,6,1,RGB437,THR437,LAB437,경기 파주시 와동동 1341
439,wadong-dong,6,1,RGB438,THR438,LAB438,경기 파주시 와동동 1341
440,wadong-dong,6,1,RGB439,THR439,LAB439,경기 파주시 와동동 1341
441,wadong-dong,6,0,RGB440,THR440,LAB440,경기 파주시 와동동 1341
442,wadong-dong,6,0,RGB441,THR441,LAB441,경기 파주시 와동동 1341
443,wadong-dong,6,0,RGB442,THR442,LAB442,경기 파주시 와동동 1341
444,wadong-dong,6,0,RGB443,THR443,LAB443,경기 파주시 와동동 1341
445,wadong-dong,6,0,RGB444,THR444,LAB444,경기 파주시 와동동 1341
446,wadong-dong,6,1,RGB445,THR445,LAB445,경기 파주시 와동동 1341
447,wadong-dong,6,1,RGB446,THR446,LAB446,경기 파주시 와동동 1341
448,wadong-dong,6,1,RGB447,THR447,LAB447,경기 파주시 와동동 1341
449,wadong-dong,6,2,RGB448,THR448,LAB448,경기 파주시 와동동 1341
450,wadong-dong,6,2,RGB449,THR449,LAB449,경기 파주시 와동동 1341
451,wadong-dong,6,2,RGB450,THR450,LAB450,경기 파주시 와동동 1341
452,wadong-dong,6,0,RGB451,THR451,LAB451,경기 파주시 와동동 1341
453,wadong-dong,6,0,RGB452,THR452,LAB452,경기 파주시 와동동 1341
454,wadong-dong,6,1,RGB453,THR453,LAB453,경기 파주시 와동동 1341
455,wadong-dong,6,0,RGB454,THR454,LAB454,경기 파주시 와동동 1341
456,wadong-dong,6,0,RGB455,THR455,LAB455,경기 파주시 와동동 1341
457,wadong-dong,6,0,RGB456,THR456,LAB456,경기 파주시 와동동 1341
458,wadong-dong,6,0,RGB457,THR457,LAB457,경기 파주시 와동동 1341
459,wadong-dong,6,0,RGB458,THR458,LAB458,경기 파주시 와동동 1341
460,wadong-dong,6,0,RGB459,THR459,LAB459,경기 파주시 와동동 1341
461,wadong-dong,6,0,RGB460,THR460,LAB460,경기 파주시 와동동 1341
462,wadong-dong,6,0,RGB461,THR461,LAB461,경기 파주시 와동동 1341
463,wadong-dong,6,0,RGB462,THR462,LAB462,경기 파주시 와동동 1341
464,wadong-dong,6,0,RGB463,THR463,LAB463,경기 파주시 와동동 1341
465,wadong-dong,6,0,RGB464,THR464,LAB464,경기 파주시 와동동 1341
466,wadong-dong,6,0,RGB465,THR465,LAB465,경기 파주시 와동동 1341
467,wadong-dong,6,0,RGB466,THR466,LAB466,경기 파주시 와동동 1341
468,wadong-dong,6,1,RGB467,THR467,LAB467,경기 파주시 와동동 1341
469,wadong-dong,6,1,RGB468,THR468,LAB468,경기 파주시 와동동 1341
470,wadong-dong,6,2,RGB469,THR469,LAB469,경기 파주시 와동동 1341
471,wadong-dong,6,0,RGB470,THR470,LAB470,경기 파주시 와동동 1341
472,wadong-dong,6,0,RGB471,THR471,LAB471,경기 파주시 와동동 1341
473,wadong-dong,6,0,RGB472,THR472,LAB472,경기 파주시 와동동 1341
474,wadong-dong,6,0,RGB473,THR473,LAB473,경기 파주시 와동동 1341
475,wadong-dong,6,0,RGB474,THR474,LAB474,경기 파주시 와동동 1341
476,wadong-dong,6,0,RGB475,THR475,LAB475,경기 파주시 와동동 1341
477,wadong-dong,7,0,RGB476,THR476,LAB476,경기 파주시 와동동 1342
478,wadong-dong,7,0,RGB477,THR477,LAB477,경기 파주시 와동동 1342
479,wadong-dong,7,1,RGB478,THR478,LAB478,경기 파주시 와동동 1342
480,wadong-dong,7,1,RGB479,THR479,LAB479,경기 파주시 와동동 1342
481,wadong-dong,7,1,RGB480,THR480,LAB480,경기 파주시 와동동 1342
482,wadong-dong,7,0,RGB481,THR481,LAB481,경기 파주시 와동동 1342
483,wadong-dong,7,0,RGB482,THR482,LAB482,경기 파주시 와동동 1342
484,wadong-dong,7,0,RGB483,THR483,LAB483,경기 파주시 와동동 1342
485,wadong-dong,7,2,RGB484,THR484,LAB484,경기 파주시 와동동 1342
486,wadong-dong,7,2,RGB485,THR485,LAB485,경기 파주시 와동동 1342
487,wadong-dong,7,2,RGB486,THR486,LAB486,경기 파주시 와동동 1342
488,wadong-dong,7,3,RGB487,THR487,LAB487,경기 파주시 와동동 1342
489,wadong-dong,7,3,RGB488,THR488,LAB488,경기 파주시 와동동 1342
490,wadong-dong,7,3,RGB489,THR489,LAB489,경기 파주시 와동동 1342
491,wadong-dong,7,3,RGB490,THR490,LAB490,경기 파주시 와동동 1342
492,wadong-dong,7,1,RGB491,THR491,LAB491,경기 파주시 와동동 1342
493,wadong-dong,7,1,RGB492,THR492,LAB492,경기 파주시 와동동 1342
494,wadong-dong,7,2,RGB493,THR493,LAB493,경기 파주시 와동동 1342
495,wadong-dong,7,2,RGB494,THR494,LAB494,경기 파주시 와동동 1342
496,wadong-dong,7,2,RGB495,THR495,LAB495,경기 파주시 와동동 1342
497,wadong-dong,7,2,RGB496,THR496,LAB496,경기 파주시 와동동 1342
498,wadong-dong,7,1,RGB497,THR497,LAB497,경기 파주시 와동동 1342
499,wadong-dong,7,2,RGB498,THR498,LAB498,경기 파주시 와동동 1342
500,wadong-dong,7,2,RGB499,THR499,LAB499,경기 파주시 와동동 1342
501,wadong-dong,7,2,RGB500,THR500,LAB500,경기 파주시 와동동 1342
502,wadong-dong,7,2,RGB501,THR501,LAB501,경기 파주시 와동동 1342
503,wadong-dong,7,1,RGB502,THR502,LAB502,경기 파주시 와동동 1342
504,wadong-dong,7,0,RGB503,THR503,LAB503,경기 파주시 와동동 1342
505,wadong-dong,7,0,RGB504,THR504,LAB504,경기 파주시 와동동 1342
506,wadong-dong,7,0,RGB505,THR505,LAB505,경기 파주시 와동동 1342
507,wadong-dong,7,1,RGB506,THR506,LAB506,경기 파주시 와동동 1342
508,wadong-dong,7,1,RGB507,THR507,LAB507,경기 파주시 와동동 1342
509,wadong-dong,7,2,RGB508,THR508,LAB508,경기 파주시 와동동 1342
510,wadong-dong,7,2,RGB509,THR509,LAB509,경기 파주시 와동동 1342
511,wadong-dong,7,2,RGB510,THR510,LAB510,경기 파주시 와동동 1342
512,wadong-dong,7,1,RGB511,THR511,LAB511,경기 파주시 와동동 1342
513,wadong-dong,7,1,RGB512,THR512,LAB512,경기 파주시 와동동 1342
514,wadong-dong,7,2,RGB513,THR513,LAB513,경기 파주시 와동동 1342
515,wadong-dong,7,2,RGB514,THR514,LAB514,경기 파주시 와동동 1342
516,wadong-dong,7,2,RGB515,THR515,LAB515,경기 파주시 와동동 1342
517,wadong-dong,7,2,RGB516,THR516,LAB516,경기 파주시 와동동 1342
518,wadong-dong,7,2,RGB517,THR517,LAB517,경기 파주시 와동동 1342
519,wadong-dong,7,1,RGB518,THR518,LAB518,경기 파주시 와동동 1342
520,wadong-dong,7,1,RGB519,THR519,LAB519,경기 파주시 와동동 1342
521,wadong-dong,7,0,RGB520,THR520,LAB520,경기 파주시 와동동 1342
522,wadong-dong,7,1,RGB521,THR521,LAB521,경기 파주시 와동동 1342
523,wadong-dong,7,1,RGB522,THR522,LAB522,경기 파주시 와동동 1342
524,wadong-dong,7,2,RGB523,THR523,LAB523,경기 파주시 와동동 1342
525,wadong-dong,7,1,RGB524,THR524,LAB524,경기 파주시 와동동 1342
526,wadong-dong,7,1,RGB525,THR525,LAB525,경기 파주시 와동동 1342
527,wadong-dong,7,1,RGB526,THR526,LAB526,경기 파주시 와동동 1342
528,wadong-dong,7,0,RGB527,THR527,LAB527,경기 파주시 와동동 1342
529,wadong-dong,7,0,RGB528,THR528,LAB528,경기 파주시 와동동 1342
530,wadong-dong,7,0,RGB529,THR529,LAB529,경기 파주시 와동동 1342
531,wadong-dong,7,0,RGB530,THR530,LAB530,경기 파주시 와동동 1342
532,wadong-dong,7,0,RGB531,THR531,LAB531,경기 파주시 와동동 1342
533,wadong-dong,7,0,RGB532,THR532,LAB532,경기 파주시 와동동 1342
534,wadong-dong,7,0,RGB533,THR533,LAB533,경기 파주시 와동동 1342
535,wadong-dong,7,0,RGB534,THR534,LAB534,경기 파주시 와동동 1342
536,wadong-dong,7,0,RGB535,THR535,LAB535,경기 파주시 와동동 1342
537,wadong-dong,7,0,RGB536,THR536,LAB536,경기 파주시 와동동 1342
538,mokdong-dong,8,0,RGB537,THR537,LAB537,경기 파주시 목동동 645
539,mokdong-dong,8,1,RGB538,THR538,LAB538,경기 파주시 목동동 645
540,mokdong-dong,8,0,RGB539,THR539,LAB539,경기 파주시 목동동 645
541,mokdong-dong,8,0,RGB540,THR540,LAB540,경기 파주시 목동동 645
542,mokdong-dong,8,0,RGB541,THR541,LAB541,경기 파주시 목동동 645
543,mokdong-dong,8,0,RGB542,THR542,LAB542,경기 파주시 목동동 645
544,mokdong-dong,8,1,RGB543,THR543,LAB543,경기 파주시 목동동 645
545,mokdong-dong,8,1,RGB544,THR544,LAB544,경기 파주시 목동동 645
546,mokdong-dong,8,0,RGB545,THR545,LAB545,경기 파주시 목동동 645
547,mokdong-dong,8,1,RGB546,THR546,LAB546,경기 파주시 목동동 645
548,mokdong-dong,8,0,RGB547,THR547,LAB547,경기 파주시 목동동 645
549,mokdong-dong,8,0,RGB548,THR548,LAB548,경기 파주시 목동동 645
550,mokdong-dong,8,0,RGB549,THR549,LAB549,경기 파주시 목동동 645
551,mokdong-dong,8,0,RGB550,THR550,LAB550,경기 파주시 목동동 645
552,mokdong-dong,8,0,RGB551,THR551,LAB551,경기 파주시 목동동 645
553,mokdong-dong,8,2,RGB552,THR552,LAB552,경기 파주시 목동동 645
554,mokdong-dong,8,0,RGB553,THR553,LAB553,경기 파주시 목동동 645
555,mokdong-dong,8,0,RGB554,THR554,LAB554,경기 파주시 목동동 645
556,mokdong-dong,8,0,RGB555,THR555,LAB555,경기 파주시 목동동 645
557,mokdong-dong,8,0,RGB556,THR556,LAB556,경기 파주시 목동동 645
558,mokdong-dong,8,2,RGB557,THR557,LAB557,경기 파주시 목동동 645
559,mokdong-dong,8,0,RGB558,THR558,LAB558,경기 파주시 목동동 645
560,mokdong-dong,8,0,RGB559,THR559,LAB559,경기 파주시 목동동 645
561,mokdong-dong,8,0,RGB560,THR560,LAB560,경기 파주시 목동동 645
562,mokdong-dong,8,0,RGB561,THR561,LAB561,경기 파주시 목동동 645
563,mokdong-dong,8,2,RGB562,THR562,LAB562,경기 파주시 목동동 645
564,mokdong-dong,8,2,RGB563,THR563,LAB563,경기 파주시 목동동 645
565,mokdong-dong,8,2,RGB564,THR564,LAB564,경기 파주시 목동동 645
566,mokdong-dong,8,2,RGB565,THR565,LAB565,경기 파주시 목동동 645
567,mokdong-dong,8,1,RGB566,THR566,LAB566,경기 파주시 목동동 645
568,mokdong-dong,8,0,RGB567,THR567,LAB567,경기 파주시 목동동 645
569,mokdong-dong,8,0,RGB568,THR568,LAB568,경기 파주시 목동동 645
570,mokdong-dong,8,0,RGB569,THR569,LAB569,경기 파주시 목동동 645
571,mokdong-dong,8,0,RGB570,THR570,LAB570,경기 파주시 목동동 645
572,mokdong-dong,8,0,RGB571,THR571,LAB571,경기 파주시 목동동 645
573,mokdong-dong,8,0,RGB572,THR572,LAB572,경기 파주시 목동동 645
574,mokdong-dong,8,0,RGB573,THR573,LAB573,경기 파주시 목동동 645
575,mokdong-dong,8,0,RGB574,THR574,LAB574,경기 파주시 목동동 645
576,mokdong-dong,8,0,RGB575,THR575,LAB575,경기 파주시 목동동 645
577,mokdong-dong,8,0,RGB576,THR576,LAB576,경기 파주시 목동동 645
578,mokdong-dong,8,0,RGB577,THR577,LAB577,경기 파주시 목동동 645
579,mokdong-dong,9,0,RGB578,THR578,LAB578,경기 파주시 목동동 645
580,mokdong-dong,9,0,RGB579,THR579,LAB579,경기 파주시 목동동 645
581,mokdong-dong,9,0,RGB580,THR580,LAB580,경기 파주시 목동동 645
582,mokdong-dong,9,0,RGB581,THR581,LAB581,경기 파주시 목동동 645
583,mokdong-dong,9,0,RGB582,THR582,LAB582,경기 파주시 목동동 645
584,mokdong-dong,9,0,RGB583,THR583,LAB583,경기 파주시 목동동 645
585,mokdong-dong,9,0,RGB584,THR584,LAB584,경기 파주시 목동동 645
586,mokdong-dong,9,0,RGB585,THR585,LAB585,경기 파주시 목동동 645
587,mokdong-dong,9,0,RGB586,THR586,LAB586,경기 파주시 목동동 645
588,mokdong-dong,9,0,RGB587,THR587,LAB587,경기 파주시 목동동 645
589,mokdong-dong,9,0,RGB588,THR588,LAB588,경기 파주시 목동동 645
590,mokdong-dong,9,0,RGB589,THR589,LAB589,경기 파주시 목동동 645
591,mokdong-dong,9,0,RGB590,THR590,LAB590,경기 파주시 목동동 645
592,mokdong-dong,9,0,RGB591,THR591,LAB591,경기 파주시 목동동 645
593,mokdong-dong,9,0,RGB592,THR592,LAB592,경기 파주시 목동동 645
594,mokdong-dong,9,0,RGB593,THR593,LAB593,경기 파주시 목동동 645
595,mokdong-dong,9,2,RGB594,THR594,LAB594,경기 파주시 목동동 645
596,mokdong-dong,9,2,RGB595,THR595,LAB595,경기 파주시 목동동 645
597,mokdong-dong,9,1,RGB596,THR596,LAB596,경기 파주시 목동동 645
598,mokdong-dong,9,1,RGB597,THR597,LAB597,경기 파주시 목동동 645
599,mokdong-dong,9,1,RGB598,THR598,LAB598,경기 파주시 목동동 645
600,mokdong-dong,9,0,RGB599,THR599,LAB599,경기 파주시 목동동 645
601,mokdong-dong,9,1,RGB600,THR600,LAB600,경기 파주시 목동동 645
602,mokdong-dong,9,2,RGB601,THR601,LAB601,경기 파주시 목동동 645
603,mokdong-dong,9,2,RGB602,THR602,LAB602,경기 파주시 목동동 645
604,mokdong-dong,9,2,RGB603,THR603,LAB603,경기 파주시 목동동 645
605,mokdong-dong,9,2,RGB604,THR604,LAB604,경기 파주시 목동동 645
606,mokdong-dong,9,2,RGB605,THR605,LAB605,경기 파주시 목동동 645
607,mokdong-dong,9,1,RGB606,THR606,LAB606,경기 파주시 목동동 645
608,mokdong-dong,9,0,RGB607,THR607,LAB607,경기 파주시 목동동 645
609,mokdong-dong,9,1,RGB608,THR608,LAB608,경기 파주시 목동동 645
610,mokdong-dong,9,0,RGB609,THR609,LAB609,경기 파주시 목동동 645
611,mokdong-dong,9,0,RGB610,THR610,LAB610,경기 파주시 목동동 645
612,mokdong-dong,9,0,RGB611,THR611,LAB611,경기 파주시 목동동 645
613,mokdong-dong,9,2,RGB612,THR612,LAB612,경기 파주시 목동동 645
